	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r
SD_QD_2020_06_15_bin_29	0	0.909175536	0	0	0	0	0	0	0	0	0	3.117461059	0	0.971826932	1.373265435	3.532430856	1.394807815	0	0	0	0	0	0	0	0	0	0	0	3.296991279	2.952715612	2.801388407	0	0	0	0	0
SD_QD_2023_07_80_ultra_bin_7	0	1.623217141	0	0.932635982	0	0	0	0.732631376	0	0	0	1.630177574	0	1.115875961	0.983474451	2.169114591	1.774906788	0.937899115	0	1.003437131	0	0	0	1.024695583	0	0	0	1.287856735	1.877384686	2.215880393	1.151544116	0.844727569	0	0	0	0
SD_QD_2023_07_80_normal_bin_18	0	1.340341939	0	1.073760533	0	0	0	0.744295218	0	0	0	1.78144457	0.950567186	0.908437698	1.061151679	1.895046111	1.676743014	1.045972384	0	0.990585181	0.992526596	0	0	1.113491475	0	0	0	1.386759508	1.86977145	2.222043399	0.878399173	0	0	0	0	0
SD_QD_2023_07_100_ultra_bin_3	0	1.16614193	0	0.916564765	0	0.913308189	0	0	0	1.478433707	0.960214672	0.862453547	0	0	0	1.263357108	1.057364299	0	0	1.428818084	1.210558766	0	0	0	0	0	1.496613404	0	1.088337356	1.579399109	1.009220757	2.624558827	1.160207547	0.880594302	0	1.147755096
SD_QD_2020_06_15_bin_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.714428161	0	0	0	0	0	0	0	0	0	0	0	0	1.833408669	1.737659182	2.784862991	0	4.837949738	3.355664953	3.057615713	4.566835974
SD_QD_2023_07_80_normal_bin_13	0	2.488217421	0	0.796667296	0.908168994	0.969351823	0	0	0	0	0	1.905138953	1.151952164	1.095461176	1.095120829	2.371524878	1.974952618	1.109988362	0.900902439	0	0.947317926	0	0	0	0	0	0	1.227894723	1.560301783	2.073588181	1.220182429	0	1.01339924	1.093103023	1.005626211	0
SD_QD_2020_06_15_bin_14	0	2.529655105	0	0	0	0	0	0	0	0	0	0	0	0	1.548545579	3.24255008	1.425988783	1.180230754	0	1.442295096	1.323041985	0	0	1.225722602	1.144526231	0.959633871	3.283881818	0.948091146	0	2.53117913	1.366306367	0.823380871	2.312703438	2.463298086	1.292050754	1.473446934
SD_QD_2023_07_20_normal_bin_3	0	1.292627627	0	0.840068073	0	0.974539655	0	1.046087047	0	0.952236981	1.064140336	3.213605734	1.025449244	0	1.022631675	2.930032689	1.735081377	1.011834588	0	1.000960779	0	0	0	0	0	0	0	1.424440237	2.09464285	3.098073647	1.495693206	1.209616181	1.323465378	1.309270103	1.449483011	1.170556969
SD_QD_2020_06_15_bin_41	0	1.14948415	1.006583723	0	0	0	0	0	1.023295538	1.018582353	0.979395086	3.760998271	0	1.357745282	2.640678919	5.518723106	2.95671872	0.93674689	0	0	0	0	0	0	0.975089721	0	0	0	3.735563472	3.013161367	1.006660886	0	1.303849587	1.590110896	1.010605309	0
SD_QD_2020_06_15_bin_7	0	1.123122179	0	0	0	0	0	0.784584656	0	0	0.981759945	0.957309753	0	0.995023523	2.459463504	3.321998088	2.10610126	0	1.114460295	1.644708771	1.674265545	0	0	0.892351885	1.160991375	0.975887917	0	0	1.170679075	2.676621126	1.601268076	0.950863912	3.499196064	2.245323207	1.890703515	1.8232988
SD_QD_2020_06_15_bin_4	0	1.231940081	0	0	0	0.994268251	0	0	0	2.064357929	2.299784885	1.612424907	0	0	0	3.38803404	2.477951277	0	0	3.578873348	1.334124793	0	0	0	0	1.605737408	0	0	2.724655697	4.11952781	4.549443282	0.89490341	1.198619558	1.328713262	1.55156845	0
SD_QD_2020_06_15_bin_26	0	3.763409331	0	1.490653039	0	0	0	1.03528554	0	0	0	2.403082158	0	1.038115857	1.233720914	2.953012427	1.661803228	0.920780978	0.974777889	0	0.946226081	0	0	0.869692164	0	0	2.125031139	1.687137227	3.181850755	3.376350791	2.514439945	1.515326812	1.407835167	1.146478768	0.882975025	1.082392378
SD_QD_2023_07_60_normal_bin_5	0	2.166383088	1.851540475	1.818784938	1.48080886	1.438614155	0	1.019001444	1.305748976	1.434434709	1.642389973	3.732467148	0	1.305429474	2.125013202	3.849045563	3.267537389	2.047883645	0	1.26572405	1.317110621	0	0	0	1.26471907	0	2.195360915	1.497047391	4.891313772	3.907460868	0.960852747	1.498731001	0	0	0	0
LN_DD_2021_06_15_bin_10	0	0.87198651	0	0	0	0	0	0.845476453	0	1.176442813	1.673828529	0.956594204	0	0	0	4.425822442	2.466501246	0	0	3.128266157	1.034195714	0	0	0	0.937832412	2.276007648	1.575191515	1.616319063	4.028984328	8.370338762	6.025356394	1.671133105	4.460818405	3.315789704	3.525035644	4.717143744
SD_QD_2021_02_15_bin_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.082094281	22.17263638	26.33872462	9.959305645	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_12	0	1.016893984	0	0	0	1.843862709	0	1.823266215	0	2.199308953	2.32119601	3.110828713	1.224819377	1.150315491	1.930071525	5.733210525	3.340762806	1.229311933	0	0	0	0	0	0	0	1.277161213	0	1.05116113	3.230381387	5.231260202	2.990598981	0	6.285862235	6.017660742	5.720390938	4.353626476
SD_QD_2020_06_15_bin_13	0	2.169646975	1.226862823	1.171726037	1.118462212	1.358401956	1.131418823	1.588495416	1.072119994	1.795243092	1.748179855	4.391166489	1.402071145	1.320783393	2.453647354	4.356655289	3.415846834	1.631302053	0	2.243243124	1.136675403	0	0	0.999378443	0.970156552	0.951811675	1.209434935	2.538617048	4.286446414	4.109209138	2.591631956	1.639728879	2.401820142	2.870918518	2.152158603	1.863219789
SD_QD_2021_02_15_bin_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.856138458	0	0	21.10225705	30.07951277	12.65921557	0	0	0	1.553876243	0	0	0	0	0	0	0	0
SD_QD_2023_07_100_ultra_bin_9	1.29966557	2.394758951	1.407365067	1.540858748	1.633678433	1.369252973	2.106584305	1.909521935	1.369442518	1.36494774	2.160817353	4.399503932	2.715655071	2.607114005	2.69275683	3.412104841	3.537476086	2.367069634	1.471100852	1.857255829	1.600273647	1.264726792	0.902388855	1.848690779	1.059134578	1.219775106	1.891951316	1.785149529	3.456093239	3.604714292	2.185765795	1.742930297	2.028026146	2.222806613	1.699658267	1.38760769
SD_QD_2020_06_15_bin_37	0	0	0	0	0	0	0	3.71460069	0	1.623815501	1.997118174	3.920124853	1.270879823	0.963877599	5.390562949	9.71346263	5.104050412	1.304625323	0	0	0	0	0	1.128224514	1.734784729	3.975695601	0	2.266065634	8.695761991	9.465909704	11.27569727	0	0	0	0	0
SD_QD_2023_07_40_ultra_bin_9	0	5.292985326	1.517330951	1.621049507	1.079626873	2.352399128	1.439910823	1.445441598	0.910699938	3.106970103	3.434430588	2.434451663	1.926771527	1.70080533	4.160119745	5.094242504	2.653367364	0.967410769	0.955765639	8.647891873	1.09045126	0	0	0	2.50673749	1.695399926	3.034002683	3.352204448	2.914229036	9.318241616	0	3.538525759	0	0	0	0
SD_QD_2023_07_40_normal_bin_17	0	5.697218589	3.645513781	3.578671965	0	1.468808965	1.028461245	0	2.434867066	1.495577822	1.635569734	4.477394789	0	2.608163672	5.190411324	5.626756177	3.783692928	1.834263204	1.029894497	2.28830189	2.124289655	0	0	0	3.57329252	1.46417223	6.566939432	2.805232378	5.131836641	2.849567588	2.801485951	3.770185914	0	0	0	0
SD_QD_2023_07_80_normal_bin_14	1.28739677	5.065146771	1.40149087	1.756213991	2.250234505	2.584129966	2.529280358	2.68224202	1.585425648	2.127536958	2.529226888	4.281600374	2.949793737	2.664097994	1.57504513	5.256533422	4.536582604	2.948933474	1.966971997	2.182505846	1.802911374	1.690953861	1.058955466	2.333752282	0	1.382634719	0	2.944994263	3.750994073	4.314329106	2.090730779	1.500435673	1.601450729	1.858507951	1.399519627	1.328683403
SD_QD_2020_06_15_bin_20	1.387991109	1.410924088	2.373342848	1.173385011	7.883133113	3.157140354	2.145355895	2.120924513	2.380680181	2.938090707	3.473485178	5.675569366	2.452156158	1.883777278	1.409192887	5.527081557	5.630159494	3.726526762	0	1.850079279	0	0	0	0	0	0	0	2.479248777	9.293618501	7.577364558	0	0.950464002	1.009632745	1.290486143	0.88518506	1.23379651
SD_QD_2023_07_60_ultra_bin_7	1.236345604	5.3860931	1.273586406	2.088160121	2.048219622	2.515915684	2.393286829	2.341495393	1.505145722	2.051967274	2.970138736	4.547987984	2.877306736	2.830376568	2.098339275	5.012499924	4.165531265	2.97413372	1.912358764	1.97364466	1.920041516	1.73247396	1.27652478	2.194631172	1.046941834	1.337033406	0	2.553983408	3.934783634	5.257443808	2.426288978	1.477847789	1.820589258	1.867104451	1.53609908	1.310238857
SD_QD_2020_06_15_bin_38	1.253639497	5.116051139	1.412788785	2.229670818	1.889259706	2.498035645	1.881299295	2.211426617	1.987680224	1.995854202	2.755939175	4.977809914	2.633666138	3.114250396	2.721462149	5.173399819	4.88950644	2.803414798	2.429900655	2.416508396	2.935098144	2.033837481	1.110526358	2.488074097	1.425384222	1.258630222	0	2.82562479	4.357656299	5.235997839	2.524788714	1.555883459	2.369453088	2.777920809	2.203046998	1.610619503
SD_QD_2020_06_15_bin_44	2.586912243	3.293911359	2.983017362	2.847698577	4.052032695	2.817461385	2.901453266	2.787374612	3.396667333	2.625976898	3.313519482	5.557171164	1.586146823	2.632289366	3.463628749	4.860415976	4.796971726	3.330948378	1.867346093	4.044899283	2.889686306	2.059746209	1.978164367	2.192326842	1.697780056	1.662913033	2.199918208	6.164416257	6.995307776	6.303154973	3.434920671	3.069187655	2.584763449	2.747540795	2.719745958	2.173810397
SD_QD_2020_06_15_bin_35	4.648571097	2.068038356	4.331464026	4.857350072	5.617012058	4.336978739	1.695953004	1.941625551	2.738788966	5.517873384	5.130310146	4.477587389	1.574963794	3.148472114	2.688116653	4.582609099	6.212778298	4.019212988	1.823589996	7.70446862	2.963846328	2.186850458	1.282903753	1.975952699	2.094940541	1.48352903	8.212464696	9.109068426	8.058577385	7.535522759	2.591448939	8.216188793	0	1.133723851	0	0
SD_QD_2023_07_40_ultra_bin_12	2.827425843	13.274614	2.604274033	9.538651912	2.000068019	6.580484036	2.66933591	1.186709641	2.599346219	3.213789062	4.00632517	2.568087667	3.653566967	4.608348812	2.106478104	2.675136825	3.029803614	3.918388308	3.71709584	10.52227026	3.631123722	2.465673835	2.289386205	2.783175829	0	1.347279587	16.61376557	2.795903719	2.92918148	2.593479856	1.634942607	11.60947269	0.992911596	1.361920729	0	1.074164771
SD_QD_2020_12_15_bin_6	1.272126514	0	0	0	4.034047874	3.886312123	17.82907932	3.355858898	4.085184124	0	2.600703408	3.451883078	27.6915204	13.80566351	1.128167949	3.031739549	4.671403441	12.02608828	19.86803129	2.072177377	1.702919168	10.00019655	6.516619909	8.697085221	0	1.275992736	0	1.230353058	2.930497343	3.260571261	0	0	4.654918652	3.180353631	2.967029776	3.685169928
SD_QD_2020_08_15_bin_3	20.49438011	4.68766723	27.76421102	35.56853781	32.17380784	1.346966081	5.379977764	7.248687759	20.34115652	0	0	0	2.360634928	7.060798939	0	0	2.615146732	2.439969594	2.473080667	0	13.83271515	0	0	0.857640172	5.422129256	33.40839233	1.282296307	0	0	0	15.80420778	2.659150639	0	0	0	0
