	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD_QD_2020_06_15_bin_44	2.333461343	4.743171206	2.813790226	3.715007155	3.490561014	6.917861778	3.426514116	3.323577907	3.773628492	2.90048682	2.522463558	3.169343286	3.543188263	5.357487595	5.492597368	5.141875156	4.269299484	5.514165984	2.167225816	3.880773011	1.974032347	3.833165199	3.791695952	3.339568386	1.905545325	3.531727045	5.011728326	1.538175911	3.121599536	2.706295711	6.018004275	3.154818452	5.056509748	1.776789059	3.187163872	2.317527995	1.21132416	1.976464965	1.992820043	3.931901402	3.669401505	2.881310812	2.047700711	1.53257605	3.19595311
SD_QD_2023_07_80_normal_bin_13	0	3.224931964	1.636041918	2.033952929	1.78420853	4.423157181	4.286149984	1.701024628	2.088072993	3.463606282	2.539869018	4.720887398	4.051998369	3.731661651	7.650134017	6.112372123	5.630397751	5.158744782	4.107268332	7.904546548	5.415874067	6.589619154	5.074087369	2.064008664	5.322553991	6.809589213	4.974268288	3.960579654	7.749885554	4.580116909	7.69860053	6.642778222	6.91665932	5.19462043	6.958716604	3.447860597	3.258179952	4.31266681	1.990241996	2.066105712	1.710710962	3.842589887	2.259515788	2.979433002	3.682415361
SD_QD_2023_07_100_ultra_bin_9	1.771939752	3.481899519	5.94909831	4.681570912	4.804095328	6.350954577	6.941102937	5.831930769	5.041418155	2.384255818	5.684035971	4.657348537	4.779093253	4.859403144	4.781484806	5.7165613	6.817908969	4.331677044	2.204257826	3.633268014	3.930642734	4.824338615	3.972381295	5.361676147	4.898413857	4.063012742	4.620475986	1.640980184	4.305756079	3.505179724	6.124848362	3.457559998	4.514981528	4.166732075	4.011800656	2.566486469	1.533101822	3.806270675	3.063631224	3.724834157	4.028822576	2.426610813	6.864699842	5.201315663	3.631306614
SD_QD_2020_06_15_bin_35	1.077281077	4.652069663	2.267151786	3.974799663	4.497485103	10.96595949	7.821546085	4.467657178	1.730515469	3.834237896	3.639997437	6.370613512	3.856282887	12.61334506	7.19235799	11.31545496	10.14099381	6.962419917	2.918409782	4.733553018	2.790045886	6.140356046	4.220007318	3.084736633	3.183663427	5.018493263	6.102611088	4.396786451	3.678935889	2.47049057	7.310015697	4.007186612	6.253230548	3.090866873	4.882156308	1.322366816	2.131140626	2.766834343	1.815527745	6.030233804	2.541012011	2.05925264	2.299730655	2.824627146	3.199729917
SD_QD_2020_06_15_bin_14	1.16890254	4.473152352	3.539505854	4.602301502	3.762068206	6.361859761	6.401122032	3.660616911	3.244622142	4.056460002	4.825559798	5.576464391	4.823913372	5.223122346	6.295610033	6.981834626	3.566830533	3.941288472	4.898005268	7.557330108	4.839172293	7.343682515	4.418302183	3.986775843	4.033007905	4.698911914	4.422856276	4.095368807	7.231989707	5.277062047	7.982774577	5.013850406	5.155800761	4.836739759	4.831495056	3.550914405	3.312379053	5.511580622	3.052644368	3.514805442	3.338807932	3.038107145	3.667622466	4.640993276	3.148314345
SD_QD_2023_07_80_normal_bin_14	1.00466972	5.365568601	1.944706214	2.794968864	2.269900537	7.135878279	7.945818133	2.594415751	2.727423227	3.737218727	3.193194089	7.947740035	5.211888683	6.392399378	10.86481112	10.81051877	7.219318875	6.701107696	6.184038436	10.9804958	8.082502072	9.541851166	7.506722784	2.902454195	6.808781239	10.36277775	7.581511737	5.4436746	10.71878585	5.47042267	12.22593559	9.552227877	9.62923512	6.153056295	9.967051066	2.890668509	3.853165095	4.228212287	2.51974186	2.648638102	2.022491651	3.841984188	2.012500932	3.141369937	4.126358011
SD_QD_2023_07_40_normal_bin_17	1.725797132	7.000292325	1.058956451	2.210982353	1.851015194	8.559601215	4.61599654	1.778914589	1.18751302	5.144296927	3.475715876	6.546947811	4.403723776	7.033575656	11.77468787	11.29747687	9.197037956	6.748646621	7.635584919	9.788684916	6.314210152	11.80191371	6.988677739	1.622535876	7.233896369	10.41296836	7.221524287	6.410159327	10.71185459	4.657436902	12.68940448	7.764611596	9.392357608	7.035583414	8.817022264	4.458720723	3.703207086	8.646013423	1.617595162	2.798817149	1.952179137	2.510576231	2.16993503	4.68457634	3.690244121
SD_QD_2023_07_60_ultra_bin_7	1.272766852	5.298177928	2.002301076	3.094403855	2.568370807	7.286267912	8.166380297	2.642074625	2.67108124	4.244914298	3.705670743	8.054999343	5.622862788	6.819110393	11.51178684	11.41682182	7.497346297	6.638473867	6.480409756	11.25136066	9.357783208	10.2009483	8.346250666	3.183874719	7.46116118	9.521558998	8.044990218	6.0805268	11.14810622	5.214263761	11.95271661	9.698593257	10.26483623	5.934699825	9.962268375	2.904282774	4.157762257	4.827466224	2.467771681	3.252581721	2.535116286	4.075986865	1.664933653	3.252282977	4.567643133
SD_QD_2020_06_15_bin_38	2.292591919	7.368453039	3.946540522	5.10239287	3.615823527	8.742312241	9.898817743	4.492175453	4.844120192	5.513678862	4.954185061	9.908485505	7.336183039	7.931160735	14.75593182	13.09335793	10.21759777	10.13963816	7.797145631	15.02067761	11.39704622	12.78418729	9.885682367	4.628464478	10.83373649	14.97433392	9.775055909	7.477318454	14.68938674	8.972218437	15.31373522	12.34226039	14.0327327	10.10849564	13.4531638	6.995711695	7.162850925	8.891876263	4.110095142	4.603892768	4.266015678	9.142357173	5.353439732	5.400360593	8.170912922
SD_QD_2023_07_40_ultra_bin_12	8.650404163	13.12800927	5.726107975	7.209168886	6.389966248	20.43313372	31.0188682	5.490665317	4.265448396	13.15996737	9.277376949	16.04686649	5.595169912	23.59816366	13.28639297	24.4075556	11.30550419	12.93562038	6.100288507	10.65868121	5.809789564	11.24507695	6.060304275	6.464700316	6.578341903	5.554939959	16.83368505	2.435631358	8.155251329	5.567452741	44.44085646	4.477086468	9.962187039	7.215564068	4.709404175	2.634059618	3.928730016	7.073018058	2.867928285	11.62328398	4.390104813	4.712329035	4.618241951	3.954690443	4.616362521
